model	secs_taken	Score_False	Score_True	num_runs	success_rate	failure_rate	mean_score	variance	trace_id
gpt-4.1-mini	11.8	1	4	5	0.8	0.2	0.8	0.16000000000000003	market_research_driven_hiring_MKT-001_20260216_223038
gpt-4o	12.3	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-5.1	13.9	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
o4-mini	31.4	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-5	124.5	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-4.1-nano	7.3	3	2	5	0.4	0.6	0.4	0.24	single_tool_execution_EVAL-001_20260216_164213
gpt-4o	10.3	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4.1	10.6	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4.1-mini	10.7	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-5.1	13.7	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
o4-mini	25.4	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-5	96.5	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4.1-nano	9.4	4	1	5	0.2	0.8	0.2	0.16000000000000003	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4o	12.0	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4.1	12.2	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4.1-mini	14.1	0	5	5	1.0	0.0	1.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-5.1	15.0	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
o4-mini	40.7	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-5	106.2	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4.1-nano	6.5	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4.1	7.5	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4o	7.8	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4.1-mini	9.3	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-5.1	10.9	2	3	5	0.6	0.4	0.6	0.24	single_agent_sequence_SRC-001_20260216_193128
o4-mini	22.6	3	2	5	0.4	0.6	0.4	0.24	single_agent_sequence_SRC-001_20260216_193128
gpt-5	104.9	5	0	5	0.0	1.0	0.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4.1-nano	6.4	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4o	7.9	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4.1	8.4	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4.1-mini	9.3	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-5.1	16.1	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
o4-mini	34.3	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-5	129.1	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4.1-nano	5.5	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4o	6.0	1	4	5	0.8	0.2	0.8	0.16000000000000003	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-5.1	8.7	2	3	5	0.6	0.4	0.6	0.24	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4.1-mini	10.0	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4.1	12.4	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
o4-mini	48.4	3	2	5	0.4	0.6	0.4	0.24	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-5	122.6	1	4	5	0.8	0.2	0.8	0.16000000000000003	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4.1-nano	5.8	0	5	5	1.0	0.0	1.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4o	7.7	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4.1	10.3	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4.1-mini	11.6	0	5	5	1.0	0.0	1.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-5.1	13.3	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
o4-mini	43.1	2	3	5	0.6	0.4	0.6	0.24	complex_dag_topology_E2E-001_20260216_161546
gpt-5	110.2	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4.1-nano	5.9	1	4	5	0.8	0.2	0.8	0.16000000000000003	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4o	8.2	3	2	5	0.4	0.6	0.4	0.24	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4.1	10.2	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-5.1	12.7	5	0	5	0.0	1.0	0.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4.1-mini	13.9	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
o4-mini	29.7	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-5	128.8	4	0	4	0.0	1.0	0.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4.1-nano	6.0	1	4	5	0.8	0.2	0.8	0.16000000000000003	sequential_handoffs_E2E-001_20260216_161637
gpt-4o	7.0	1	4	5	0.8	0.2	0.8	0.16000000000000003	sequential_handoffs_E2E-001_20260216_161637
gpt-4.1	8.8	0	5	5	1.0	0.0	1.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-4.1-mini	12.7	0	5	5	1.0	0.0	1.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-5.1	16.5	5	0	5	0.0	1.0	0.0	0.0	sequential_handoffs_E2E-001_20260216_161637
o4-mini	36.6	4	1	5	0.2	0.8	0.2	0.16000000000000003	sequential_handoffs_E2E-001_20260216_161637
gpt-5	112.7	5	0	5	0.0	1.0	0.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-4.1-nano	5.6	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4o	7.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4.1-mini	9.4	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4.1	10.3	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-5.1	10.9	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
o4-mini	25.9	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-5	111.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4.1-nano	5.5	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4o	7.3	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4.1	9.8	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4.1-mini	10.9	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-5.1	10.9	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
o4-mini	41.5	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-5	156.5	3	0	3	0.0	1.0	0.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4.1-nano	7.3	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4.1	10.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4o	10.2	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4.1-mini	11.5	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-5.1	12.5	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
o4-mini	34.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-5	155.9	1	4	5	0.8	0.2	0.8	0.16000000000000003	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4o	7.3	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1-nano	7.4	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1	9.9	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-5.1	10.9	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1-mini	13.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
o4-mini	28.9	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-5	107.7	5	0	5	0.0	1.0	0.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1-nano	7.0	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4.1-mini	10.1	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4.1	12.0	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-5.1	14.6	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
o4-mini	42.4	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4o	66.1	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-5	100.9	5	0	5	0.0	1.0	0.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4.1-nano	6.9	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4.1	10.3	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4.1-mini	11.1	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-5.1	13.2	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
o4-mini	34.0	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4o	66.3	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-5	113.5	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4.1-nano	9.2	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4.1-mini	13.5	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-5.1	17.6	5	0	5	0.0	1.0	0.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4.1	66.5	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
o4-mini	122.1	1	4	5	0.8	0.2	0.8	0.16000000000000003	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-5	127.1	5	0	5	0.0	1.0	0.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4o	129.2	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4.1-nano	5.3	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4.1	6.8	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4o	7.0	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4.1-mini	8.7	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-5.1	10.1	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
o4-mini	25.1	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-5	118.9	4	0	4	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4.1-nano	5.3	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4o	7.3	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4.1	7.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4.1-mini	9.7	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-5.1	9.9	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
o4-mini	24.3	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-5	89.6	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4.1-nano	5.5	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4o	7.6	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4.1	9.6	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4.1-mini	9.9	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-5.1	11.3	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-5	116.5	4	0	4	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
o4-mini	633.2	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4.1-nano	5.8	2	3	5	0.6	0.4	0.6	0.24	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4o	7.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4.1-mini	8.8	0	5	5	1.0	0.0	1.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4.1	9.3	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-5.1	10.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
o4-mini	26.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-5	86.2	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4.1-nano	5.8	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-4.1	6.9	1	4	5	0.8	0.2	0.8	0.16000000000000003	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-4o	7.2	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-4.1-mini	9.9	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-5.1	11.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
o4-mini	46.0	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-5	108.2	4	0	4	0.0	1.0	0.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
