model	secs_taken	Score_False	Score_True	num_runs	success_rate	failure_rate	mean_score	variance	trace_id
gpt-4o	9.4	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-5.1	11.0	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
o4-mini	57.1	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-5	87.7	0	5	5	1.0	0.0	1.0	0.0	market_research_driven_hiring_MKT-001_20260216_223038
gpt-4.1-nano	5.4	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4.1	7.4	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4o	7.5	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4.1-mini	7.5	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-5.1	10.4	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
o4-mini	43.0	4	1	5	0.2	0.8	0.2	0.16000000000000003	single_tool_execution_EVAL-001_20260216_164213
gpt-5	94.9	5	0	5	0.0	1.0	0.0	0.0	single_tool_execution_EVAL-001_20260216_164213
gpt-4.1-nano	6.7	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4.1-mini	9.1	0	5	5	1.0	0.0	1.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4.1	9.3	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4o	9.9	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-5.1	12.3	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
o4-mini	60.4	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-5	64.8	5	0	5	0.0	1.0	0.0	0.0	urgent_hiring_with_constraints_PLAN-002_20260224_235216
gpt-4.1-nano	5.2	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4.1	5.7	1	4	5	0.8	0.2	0.8	0.16000000000000003	single_agent_sequence_SRC-001_20260216_193128
gpt-4o	6.6	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4.1-mini	7.5	0	5	5	1.0	0.0	1.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-5.1	8.7	5	0	5	0.0	1.0	0.0	0.0	single_agent_sequence_SRC-001_20260216_193128
o4-mini	32.1	2	3	5	0.6	0.4	0.6	0.24	single_agent_sequence_SRC-001_20260216_193128
gpt-5	78.2	2	0	2	0.0	1.0	0.0	0.0	single_agent_sequence_SRC-001_20260216_193128
gpt-4.1-nano	5.1	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4.1	5.6	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4.1-mini	6.4	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4o	7.8	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-5.1	8.4	4	1	5	0.2	0.8	0.2	0.16000000000000003	function_aggregator_MS-002_20260216_192629
o4-mini	23.2	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-5	86.1	0	5	5	1.0	0.0	1.0	0.0	function_aggregator_MS-002_20260216_192629
gpt-4.1-nano	5.7	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4o	7.1	5	0	5	0.0	1.0	0.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4.1	7.1	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4.1-mini	7.2	0	5	5	1.0	0.0	1.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-5.1	10.5	5	0	5	0.0	1.0	0.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
o4-mini	32.3	5	0	5	0.0	1.0	0.0	0.0	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-5	78.3	2	3	5	0.6	0.4	0.6	0.24	fan_out_fan_in_topology_MS-002_20260216_161500
gpt-4.1-nano	6.1	0	5	5	1.0	0.0	1.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4.1	6.4	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4o	8.4	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4.1-mini	8.5	0	5	5	1.0	0.0	1.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-5.1	9.9	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
o4-mini	48.0	2	3	5	0.6	0.4	0.6	0.24	complex_dag_topology_E2E-001_20260216_161546
gpt-5	65.6	5	0	5	0.0	1.0	0.0	0.0	complex_dag_topology_E2E-001_20260216_161546
gpt-4.1-nano	5.7	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4o	7.1	5	0	5	0.0	1.0	0.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4.1	7.4	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4.1-mini	8.0	0	5	5	1.0	0.0	1.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-5.1	11.7	5	0	5	0.0	1.0	0.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
o4-mini	52.5	5	0	5	0.0	1.0	0.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-5	85.4	5	0	5	0.0	1.0	0.0	0.0	bad_specialist_ignores_result_EVAL-001_20260216_164906
gpt-4.1-nano	5.3	0	5	5	1.0	0.0	1.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-4o	7.7	5	0	5	0.0	1.0	0.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-4.1-mini	8.4	0	5	5	1.0	0.0	1.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-4.1	9.9	2	3	5	0.6	0.4	0.6	0.24	sequential_handoffs_E2E-001_20260216_161637
gpt-5.1	13.6	5	0	5	0.0	1.0	0.0	0.0	sequential_handoffs_E2E-001_20260216_161637
o4-mini	53.7	5	0	5	0.0	1.0	0.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-5	62.6	5	0	5	0.0	1.0	0.0	0.0	sequential_handoffs_E2E-001_20260216_161637
gpt-4.1-nano	5.2	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4.1	6.2	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4o	7.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4.1-mini	7.5	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-5.1	9.1	1	4	5	0.8	0.2	0.8	0.16000000000000003	good_evaluate_and_schedule_EVAL-003_20260301_155951
o4-mini	22.2	0	5	5	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-5	71.2	0	3	3	1.0	0.0	1.0	0.0	good_evaluate_and_schedule_EVAL-003_20260301_155951
gpt-4.1-nano	4.8	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4o	6.7	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4.1-mini	7.6	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4.1	8.3	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-5.1	10.8	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
o4-mini	26.4	0	5	5	1.0	0.0	1.0	0.0	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-5	60.1	3	2	5	0.4	0.6	0.4	0.24	good_scheduling_and_communication_SCHED-001_20260301_154344
gpt-4.1-nano	5.7	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4o	8.0	1	4	5	0.8	0.2	0.8	0.16000000000000003	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4.1	8.0	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4.1-mini	9.4	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-5.1	11.1	4	1	5	0.2	0.8	0.2	0.16000000000000003	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
o4-mini	57.0	5	0	5	0.0	1.0	0.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-5	65.3	5	0	5	0.0	1.0	0.0	0.0	good_evaluation_scheduling_pipeline_EVAL-001_20260226_154321
gpt-4.1-nano	5.5	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4o	6.7	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1	8.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1-mini	8.1	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-5.1	9.9	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
o4-mini	43.5	0	5	5	1.0	0.0	1.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-5	77.5	4	0	4	0.0	1.0	0.0	0.0	good_evaluation_scheduling_pipeline_SCHED-001_20260226_154713
gpt-4.1-nano	5.6	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4.1-mini	8.9	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4.1	11.4	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-5.1	13.9	2	3	5	0.6	0.4	0.6	0.24	good_full_team_sourcing_pipeline_MS-001_20260226_152549
o4-mini	61.9	1	4	5	0.8	0.2	0.8	0.16000000000000003	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4o	66.0	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-5	97.9	5	0	5	0.0	1.0	0.0	0.0	good_full_team_sourcing_pipeline_MS-001_20260226_152549
gpt-4.1-nano	6.3	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4.1	8.1	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4.1-mini	9.4	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-5.1	12.5	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
o4-mini	30.2	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4o	65.7	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-5	73.5	0	5	5	1.0	0.0	1.0	0.0	good_full_team_sourcing_pipeline_SRC-001_20260226_151858
gpt-4.1-nano	7.3	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4.1-mini	10.9	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-5.1	15.5	5	0	5	0.0	1.0	0.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-5	63.6	5	0	5	0.0	1.0	0.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4.1	66.5	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4o	74.0	0	5	5	1.0	0.0	1.0	0.0	good_multichannel_hiring_pipeline_MS-001_20260226_155231
o4-mini	98.5	1	4	5	0.8	0.2	0.8	0.16000000000000003	good_multichannel_hiring_pipeline_MS-001_20260226_155231
gpt-4.1-nano	5.6	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4.1-mini	6.4	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4.1	7.4	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-5.1	9.4	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
o4-mini	27.6	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4o	34.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-5	72.4	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_order_SRC-001_20260301_141822
gpt-4.1-nano	4.7	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4.1-mini	6.0	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4o	6.6	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4.1	6.8	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-5.1	7.7	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
o4-mini	40.2	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-5	50.5	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_agents_EVAL-001_20260301_141909
gpt-4.1-nano	4.9	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4.1	7.0	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4.1-mini	8.2	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4o	8.3	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-5.1	10.3	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
o4-mini	48.2	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-5	69.6	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_parallel_agents_SRC-001_20260301_142218
gpt-4.1	6.2	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_aggregator_MS-001_20260301_142306
gpt-4.1-nano	6.2	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_aggregator_MS-001_20260301_142306
gpt-4o	6.9	2	3	5	0.6	0.4	0.6	0.24	bad_structure_wrong_aggregator_MS-001_20260301_142306
gpt-4.1-mini	7.1	0	5	5	1.0	0.0	1.0	0.0	bad_structure_wrong_aggregator_MS-001_20260301_142306
gpt-5.1	10.0	5	0	5	0.0	1.0	0.0	0.0	bad_structure_wrong_aggregator_MS-001_20260301_142306
o4-mini	32.6	3	2	5	0.4	0.6	0.4	0.24	bad_structure_wrong_aggregator_MS-001_20260301_142306
gpt-5	111.3	2	1	3	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.2222222222222222	bad_structure_wrong_aggregator_MS-001_20260301_142306
gpt-4.1-nano	5.9	1	4	5	0.8	0.2	0.8	0.16000000000000003	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4.1	6.5	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4o	7.7	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4.1-mini	8.0	0	5	5	1.0	0.0	1.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-5.1	8.7	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
o4-mini	35.2	5	0	5	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-5	65.8	4	0	4	0.0	1.0	0.0	0.0	bad_structure_reversed_dag_SRC-001_20260301_142612
gpt-4.1-nano	5.9	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-4.1-mini	7.1	0	5	5	1.0	0.0	1.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-4o	7.1	1	4	5	0.8	0.2	0.8	0.16000000000000003	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-4.1	7.6	1	4	5	0.8	0.2	0.8	0.16000000000000003	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-5.1	13.0	5	0	5	0.0	1.0	0.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
o4-mini	41.4	4	1	5	0.2	0.8	0.2	0.16000000000000003	bad_structure_missing_dag_node_EVAL-001_20260301_142641
gpt-5	103.6	4	0	4	0.0	1.0	0.0	0.0	bad_structure_missing_dag_node_EVAL-001_20260301_142641
