Package,Date,LatestVersion,Score,PyTyped,Pyright,Mypy,Samples,Verifytypes,SDKTeamOwned,Active
azure-ai-formrecognizer,2023-09-15T15:18:32.486215Z,3.3.1a20230915001,35.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
azure-ai-language-conversations,2023-09-15T15:18:32.486215Z,1.1.1a20230915001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-language-questionanswering,2023-09-15T15:18:32.486215Z,1.1.1a20230915001,82.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-metricsadvisor,2023-09-15T15:18:32.486215Z,1.1.0a20230915001,28,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
azure-ai-ml,2023-09-15T15:18:32.486215Z,1.11.0a20230915001,33.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-personalizer,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,25,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
azure-ai-textanalytics,2023-09-15T15:18:32.486215Z,5.3.1a20230915001,89.2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-document,2023-09-15T15:18:32.486215Z,1.0.1a20230915001,78.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-text,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,90.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-appconfiguration,2023-09-15T15:18:32.486215Z,1.5.0a20230915001,73.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-appconfiguration-provider,2023-09-15T15:18:32.486215Z,1.1.0a20230915001,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-batch,2023-09-15T15:18:32.486215Z,14.0.0a20230915001,16.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-callautomation,2023-09-15T15:18:32.486215Z,1.1.0a20230915003,63.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-chat,2023-09-15T15:18:32.486215Z,1.2.0a20230915003,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-email,2023-09-15T15:18:32.486215Z,1.0.1a20230915003,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-identity,2023-09-15T15:18:32.486215Z,1.4.0a20230915003,62.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-networktraversal,2023-09-15T15:18:32.486215Z,1.1.0a20230915003,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-phonenumbers,2023-09-15T15:18:32.486215Z,1.1.1a20230915003,78.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-rooms,2023-09-15T15:18:32.486215Z,1.0.0a20230915003,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-sms,2023-09-15T15:18:32.486215Z,1.1.0a20230915003,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-confidentialledger,2023-09-15T15:18:32.486215Z,1.1.1a20230915001,42.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-containerregistry,2023-09-15T15:18:32.486215Z,1.2.1a20230915001,30.8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core,2023-09-15T15:18:32.486215Z,1.29.5a20230915004,98.2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core-experimental,2023-09-15T15:18:32.486215Z,1.0.0a20230915004,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core-tracing-opencensus,2023-09-15T15:18:32.486215Z,1.0.0a20230915004,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core-tracing-opentelemetry,2023-09-15T15:18:32.486215Z,1.0.0a20230915004,68.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-cosmos,2023-09-15T15:18:32.486215Z,4.5.2a20230915001,79.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-data-tables,2023-09-15T15:18:32.486215Z,12.4.5a20230915001,29.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-defender-easm,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-developer-devcenter,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-developer-loadtesting,2023-09-15T15:18:32.486215Z,1.0.1a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-digitaltwins-core,2023-09-15T15:18:32.486215Z,1.2.1a20230915001,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventgrid,2023-09-15T15:18:32.486215Z,4.14.1a20230915001,80,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-eventhub,2023-09-15T15:18:32.486215Z,5.11.5a20230915001,22.2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-eventhub-checkpointstoreblob,2023-09-15T15:18:32.486215Z,1.2.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventhub-checkpointstoreblob-aio,2023-09-15T15:18:32.486215Z,1.2.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-healthinsights-cancerprofiling,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,91.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-healthinsights-clinicalmatching,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,95.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-identity,2023-09-15T15:18:32.486215Z,1.15.0a20230915001,17.9,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-iot-deviceprovisioning,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-iot-deviceupdate,2023-09-15T15:18:32.486215Z,1.0.1a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-iot-modelsrepository,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,66.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-keyvault-administration,2023-09-15T15:18:32.486215Z,4.4.0a20230916001,25,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-keyvault-certificates,2023-09-15T15:18:32.486215Z,4.8.0a20230916001,61.9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-keyvault-keys,2023-09-15T15:18:32.486215Z,4.9.0a20230916001,61.8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-keyvault-secrets,2023-09-15T15:18:32.486215Z,4.8.0a20230916001,28.6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-maps-geolocation,2023-09-15T15:18:32.486215Z,1.0.0a20230918001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-render,2023-09-15T15:18:32.486215Z,1.0.0a20230918001,58.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-route,2023-09-15T15:18:32.486215Z,1.0.0a20230918001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-search,2023-09-15T15:18:32.486215Z,1.0.0a20230918001,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubclient,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,93.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubservice,2023-09-15T15:18:32.486215Z,1.1.0a20230124001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-mgmt-core,2023-09-15T15:18:32.486215Z,1.4.0a20230915004,90.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-mixedreality-authentication,2023-09-15T15:18:32.486215Z,1.0.0a20230918001,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-mixedreality-remoterendering,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-ingestion,2023-09-15T15:18:32.486215Z,1.0.3a20230915001,33.3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-monitor-opentelemetry-exporter,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-monitor-query,2023-09-15T15:18:32.486215Z,1.3.0a20230915001,95.8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-purview-administration,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-catalog,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-scanning,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-sharing,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-workflow,2023-09-15T15:18:32.486215Z,1.0.0a20230915001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-schemaregistry,2023-09-15T15:18:32.486215Z,1.3.0a20230915001,47.6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-schemaregistry-avroencoder,2023-09-15T15:18:32.486215Z,1.0.1a20230915001,33.3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
azure-search-documents,2023-09-15T15:18:32.486215Z,11.4.0a20230915001,80.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
azure-security-attestation,2023-09-15T15:18:32.486215Z,1.1.0a20230915001,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-servicebus,2023-09-15T15:18:32.486215Z,7.11.3a20230915001,26.2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-storage-blob,2023-09-15T15:18:32.486215Z,12.19.0a20230915001,18.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-blob-changefeed,2023-09-15T15:18:32.486215Z,12.0.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-datalake,2023-09-15T15:18:32.486215Z,12.14.0a20230915001,10.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-share,2023-09-15T15:18:32.486215Z,12.15.0a20230915001,13.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-queue,2023-09-15T15:18:32.486215Z,12.8.0a20230915001,8.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-accesscontrol,2023-09-15T15:18:32.486215Z,0.8.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-artifacts,2023-09-15T15:18:32.486215Z,0.17.1a20230915001,33.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-managedprivateendpoints,2023-09-15T15:18:32.486215Z,0.5.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-monitoring,2023-09-15T15:18:32.486215Z,0.3.0a20230915001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-spark,2023-09-15T15:18:32.486215Z,0.8.0a20230915001,28.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-agrifood-farming,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-anomalydetector,2023-10-15T15:18:32.486215Z,3.0.0a20231019001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-contentsafety,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,88.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-formrecognizer,2023-10-15T15:18:32.486215Z,3.3.2a20231019004,35.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
azure-ai-language-conversations,2023-10-15T15:18:32.486215Z,1.1.1a20231020001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-language-questionanswering,2023-10-15T15:18:32.486215Z,1.1.1a20231020001,82.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-metricsadvisor,2023-10-15T15:18:32.486215Z,1.1.0a20231020002,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-ml,2023-10-15T15:18:32.486215Z,1.12.0a20231020001,33.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-personalizer,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-textanalytics,2023-10-15T15:18:32.486215Z,5.3.1a20231020002,89.2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-document,2023-10-15T15:18:32.486215Z,1.0.1a20231020001,78.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-text,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,90.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-appconfiguration,2023-10-15T15:18:32.486215Z,1.5.0a20231018003,73.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-appconfiguration-provider,2023-10-15T15:18:32.486215Z,1.1.0a20231018003,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-batch,2023-10-15T15:18:32.486215Z,14.0.0a20231019001,16.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-callautomation,2023-10-15T15:18:32.486215Z,1.1.0a20231020005,64.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-chat,2023-10-15T15:18:32.486215Z,1.2.0a20231020005,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-email,2023-10-15T15:18:32.486215Z,1.0.1a20231020005,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-identity,2023-10-15T15:18:32.486215Z,1.4.0a20231020005,62.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-networktraversal,2023-10-15T15:18:32.486215Z,1.1.0a20231020005,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-phonenumbers,2023-10-15T15:18:32.486215Z,1.1.1a20231020005,78.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-rooms,2023-10-15T15:18:32.486215Z,1.1.0a20231020005,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-communication-sms,2023-10-15T15:18:32.486215Z,1.1.0a20231020005,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-confidentialledger,2023-10-15T15:18:32.486215Z,1.1.2a20231019001,42.9,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-containerregistry,2023-10-15T15:18:32.486215Z,1.2.1a20231019004,100,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core,2023-10-15T15:18:32.486215Z,1.29.5a20231019006,98.2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-core-experimental,2023-10-15T15:18:32.486215Z,1.0.0a20231019006,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core-tracing-opencensus,2023-10-15T15:18:32.486215Z,1.0.0a20231019006,50,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-core-tracing-opentelemetry,2023-10-15T15:18:32.486215Z,1.0.0a20231019006,68.2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-cosmos,2023-10-15T15:18:32.486215Z,4.5.2a20231019004,80.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-data-tables,2023-10-15T15:18:32.486215Z,12.4.5a20231020002,29.2,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-defender-easm,2023-10-15T15:18:32.486215Z,1.0.0a20231018001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-developer-devcenter,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-developer-loadtesting,2023-10-15T15:18:32.486215Z,1.0.1a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-digitaltwins-core,2023-10-15T15:18:32.486215Z,1.2.1a20231020001,20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventgrid,2023-10-15T15:18:32.486215Z,4.15.1a20231020001,80,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-eventhub,2023-10-15T15:18:32.486215Z,5.11.5a20231020001,22.2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-eventhub-checkpointstoreblob,2023-10-15T15:18:32.486215Z,1.2.0a20231020001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-eventhub-checkpointstoreblob-aio,2023-10-15T15:18:32.486215Z,1.2.0a20231020001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-healthinsights-cancerprofiling,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,91.7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-healthinsights-clinicalmatching,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,95.8,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-identity,2023-10-15T15:18:32.486215Z,1.15.0a20231020001,17.1,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-identity-broker,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-iot-deviceprovisioning,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,20,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-iot-deviceupdate,2023-10-15T15:18:32.486215Z,1.0.1a20231020001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-iot-modelsrepository,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,66.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-keyvault-administration,2023-10-15T15:18:32.486215Z,4.4.0a20231020001,25,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-keyvault-certificates,2023-10-15T15:18:32.486215Z,4.8.0a20231020001,61.9,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-keyvault-keys,2023-10-15T15:18:32.486215Z,4.9.0a20231020001,58.3,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-keyvault-secrets,2023-10-15T15:18:32.486215Z,4.8.0a20231020001,28.6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
azure-maps-geolocation,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-render,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,58.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-route,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,33.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-maps-search,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubclient,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,93.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-messaging-webpubsubservice,2023-10-15T15:18:32.486215Z,1.1.0a20230124001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-mgmt-core,2023-10-15T15:18:32.486215Z,1.4.0a20231019006,90.5,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-mixedreality-authentication,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-mixedreality-remoterendering,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
azure-monitor-ingestion,2023-10-15T15:18:32.486215Z,1.0.3a20231020001,33.3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-monitor-opentelemetry,2023-10-15T15:18:32.486215Z,1.0.1a20231020001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-monitor-opentelemetry-exporter,2023-10-15T15:18:32.486215Z,1.0.0a20231020001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-monitor-query,2023-10-15T15:18:32.486215Z,1.3.0a20231020001,95.8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
azure-purview-administration,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-catalog,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-scanning,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-sharing,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-purview-workflow,2023-10-15T15:18:32.486215Z,1.0.0a20231019001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-schemaregistry,2023-10-15T15:18:32.486215Z,1.3.0a20231020001,47.6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
azure-schemaregistry-avroencoder,2023-10-15T15:18:32.486215Z,1.0.1a20231020001,33.3,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
azure-search-documents,2023-10-15T15:18:32.486215Z,11.4.0a20231020001,80.4,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
azure-security-attestation,2023-10-15T15:18:32.486215Z,1.1.0a20231020001,60,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-servicebus,2023-10-15T15:18:32.486215Z,7.11.4a20231020001,26.2,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-storage-blob,2023-10-15T15:18:32.486215Z,12.19.0a20231020004,18.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-blob-changefeed,2023-10-15T15:18:32.486215Z,12.0.0a20231020004,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-datalake,2023-10-15T15:18:32.486215Z,12.14.0a20231020004,10.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-file-share,2023-10-15T15:18:32.486215Z,12.15.0a20231020004,13.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-storage-queue,2023-10-15T15:18:32.486215Z,12.8.0a20231020004,8.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-accesscontrol,2023-10-15T15:18:32.486215Z,0.8.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-artifacts,2023-10-15T15:18:32.486215Z,0.17.1a20231019001,33.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-managedprivateendpoints,2023-10-15T15:18:32.486215Z,0.5.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-monitoring,2023-10-15T15:18:32.486215Z,0.3.0a20231019001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-synapse-spark,2023-10-15T15:18:32.486215Z,0.8.0a20231019001,28.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-agrifood-farming,2023-11-15T16:18:32.486215Z,1.0.0a20231114001,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-anomalydetector,2023-11-15T16:18:32.486215Z,3.0.0a20231114002,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-contentsafety,2023-11-15T16:18:32.486215Z,1.0.0a20231114001,88.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-formrecognizer,2023-11-15T16:18:32.486215Z,3.3.3a20231114004,35.5,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
azure-ai-generative,2023-11-15T16:18:32.486215Z,1.0.0a20231110011,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-language-conversations,2023-11-15T16:18:32.486215Z,1.1.1a20231115001,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-language-questionanswering,2023-11-15T16:18:32.486215Z,1.1.1a20231115001,82.6,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-metricsadvisor,2023-11-15T16:18:32.486215Z,1.1.0a20231115001,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-ml,2023-11-15T16:18:32.486215Z,1.12.0a20231115001,33.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-personalizer,2023-11-15T16:18:32.486215Z,1.0.0a20231115001,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
azure-ai-resources,2023-11-15T16:18:32.486215Z,1.0.0a20231110011,59,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-ai-textanalytics,2023-11-15T16:18:32.486215Z,5.3.1a20231114003,89.2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-document,2023-11-15T16:18:32.486215Z,1.0.1a20231115001,78.6,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
azure-ai-translation-text,2023-11-15T16:18:32.486215Z,1.0.0a20231115001,90,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
azure-appconfiguration,2023-11-15T16:18:32.486215Z,1.5.1a20231114004,73.7,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
azure-appconfiguration-provider,2023-11-15T16:18:32.486215Z,1.1.0a20231114004,28.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
